src,dst,count
(#COVID19|#SpreaderInChief),$1282269776996376576,65
(#COVID19|#SpreaderInChief),$952247125185720320,28
(#COVID19|#SpreaderInChief),$1231772147259002881,20
(#COVID19|#SpreaderInChief),$235966654,20
(#COVID19|#SpreaderInChief),$1230050104800948225,15
(#COVID19|#SpreaderInChief),$884867159163232257,12
(#COVID19|#SpreaderInChief),$17600254,11
(#COVID19|#SpreaderInChief),$1253466892754391040,9
(#COVID19|#SpreaderInChief),$1292216657839104007,9
(#COVID19|#SpreaderInChief),$1310834575732551680,8
(#COVID19|#SpreaderInChief),$1306932329932369921,8
(#COVID19|#SpreaderInChief),$32732890,8
(#COVID19|#SpreaderInChief),$96718576,7
(#COVID19|#SpreaderInChief),$796834404538654721,7
(#COVID19|#SpreaderInChief),$1270335128431140866,6
(#COVID19|#SpreaderInChief),$1311565165318594562,6
(#COVID19|#SpreaderInChief),$93071854,6
(#COVID19|#SpreaderInChief),$2416298719,6
(#COVID19|#SpreaderInChief),$1307737651571838981,6
(#COVID19|#SpreaderInChief),$1297650578902917121,6
(#COVID19|#SpreaderInChief),$60102740,5
(#COVID19|#SpreaderInChief),$1307621801044799488,5
(#COVID19|#SpreaderInChief),$887949603064213504,5
(#COVID19|#SpreaderInChief),$1223383716350898177,5
(#COVID19|#SpreaderInChief),$886628090696388608,5
(#COVID19|#SpreaderInChief),$166326763,5
(#COVID19|#SpreaderInChief),$2743988938,5
(#COVID19|#SpreaderInChief),$1210481853251149824,4
(#COVID19|#SpreaderInChief),$553180640,4
(#COVID19|#SpreaderInChief),$821549243731054593,4
(#COVID19|#SpreaderInChief),$720829275809558528,4
(#COVID19|#SpreaderInChief),$1068408034341388289,4
(#COVID19|#SpreaderInChief),$1244540148349579265,4
(#COVID19|#SpreaderInChief),$1234879375734181888,4
(#COVID19|#SpreaderInChief),$1308293215636860930,4
(#COVID19|#SpreaderInChief),$2852378032,4
(#COVID19|#SpreaderInChief),$3151729419,4
(#COVID19|#SpreaderInChief),$1312217061934989312,4
(#COVID19|#SpreaderInChief),$50843943,4
(#COVID19|#SpreaderInChief),$1221366000752324609,3
(#COVID19|#SpreaderInChief),$615314107,3
(#COVID19|#SpreaderInChief),$1113747196099399680,3
(#COVID19|#SpreaderInChief),$1289974552387346432,3
