#MAGA,#COVID19,19
#MAGA,#Trump,21
$1310532761661239297,@narendramodi,6
$844241710519648257,@narendramodi,3
#Doctors,#COVID19,10
#Doctors,#IMA,10
$1243437896050204680,@narendramodi,4
#coronavirus,#COVID19,32
#coronavirus,#TrumpCovid,9
#coronavirus,#SARSCoV2,1
#coronavirus,#DonaldTrump,7
#coronavirus,#Trump,8
$2945627821,@narendramodi,10
#COVID19,#TrumpHasCovid,26
#COVID19,#IMA,10
#COVID19,#SocialDistancing,18
#COVID19,#SARSCoV2,15
#COVID19,#WearAMask,22
#COVID19,#DonaldTrump,16
#COVID19,#Trump,30
#COVID19,#BREAKING,17
#COVID19,#TrumpCovid,28
#DonaldTrump,#TrumpHasCovid,9
#DonaldTrump,#TrumpCovid,18
#DonaldTrump,#Trump,21
$1311958786957955072,@narendramodi,3
#TrumpCovid,#TrumpHasCovid,33
#TrumpCovid,#WearAMask,2
#TrumpCovid,#Trump,22
#TrumpHasCovid,#WearAMask,2
#TrumpHasCovid,#Trump,14
#SocialDistancing,#WearAMask,9
$910690212,@narendramodi,3
$361801355,@narendramodi,3
@narendramodi,$534141449,7
@narendramodi,$1300106610501541890,6
@narendramodi,$1568619036,4
@narendramodi,$1291317268597506048,3
@narendramodi,$1287262269412265985,4
